Id,interval_group,classification,bag,is_low_medi_cluster,mean_MEDI,xmin,xmax,class_duration,reason,visual inspection,comments 
224,35,FP,2,0,0.14703125,11/3/2023 17:46,11/3/2023 17:57,10.66666667,"low medi, cluster detected",1,
224,37,FN,1,1,7.346,11/3/2023 20:53,11/3/2023 20:53,0.833333333,likely transition state,1,
224,41,FN,1,1,13.78375,11/4/2023 10:35,11/4/2023 10:39,4,algorithm limitation or bag actually not used,1,algorithm limitation 
224,43,FN,1,1,5.7,11/4/2023 13:27,11/4/2023 13:28,1.5,likely transition state,1,
224,45,FN,1,1,2.043333333,11/4/2023 23:50,11/4/2023 23:51,0.5,likely transition state,1,
224,48,FN,0,1,7.6675,11/5/2023 11:36,11/5/2023 11:37,1.333333333,bag not used or transition state,1,transition state 
224,51,FP,2,0,0.656770833,11/5/2023 20:27,11/5/2023 20:59,32,"low medi, cluster detected",1,
224,53,FP,2,0,0.607972973,11/5/2023 21:08,11/5/2023 21:21,12.33333333,"low medi, cluster detected",1,
225,2,FN,1,1,75.76111111,10/30/2023 18:47,10/30/2023 18:48,1.5,likely transition state,1,
225,4,FP,2,0,0,10/30/2023 19:12,10/30/2023 19:12,0.5,likely transition state,1,
225,7,FP,2,0,0,10/31/2023 5:17,10/31/2023 5:30,13.16666667,"low medi, cluster detected",1,
225,9,FN,1,1,0.025416667,10/31/2023 5:42,10/31/2023 5:46,4,visual_check,,low medi - something wrong wth wear log entry?
225,11,FN,0,1,144.6353763,10/31/2023 10:17,10/31/2023 10:48,31,"bag not used, no clusters identified",1,
225,14,FP,2,0,0,11/1/2023 6:59,11/1/2023 7:00,1.333333333,likely transition state,1,
225,16,FN,1,1,15.24,11/1/2023 10:12,11/1/2023 10:13,1,likely transition state,1,
225,18,FP,2,0,0,11/1/2023 10:38,11/1/2023 10:38,0.333333333,likely transition state,1,
225,21,FP,2,0,0.012181818,11/2/2023 5:28,11/2/2023 5:37,9.166666667,"low medi, cluster detected",1,transition phase?
225,23,FN,1,1,33.438,11/2/2023 18:32,11/2/2023 18:32,0.833333333,likely transition state,1,
225,25,FP,2,0,0,11/2/2023 19:26,11/2/2023 19:26,0.666666667,likely transition state,1,
225,28,FP,2,0,0.137894737,11/3/2023 5:24,11/3/2023 5:27,3.166666667,"low medi, cluster detected",1,transition phase?
225,30,FP,2,0,0,11/3/2023 5:58,11/3/2023 6:14,16.16666667,"low medi, cluster detected",1,
225,33,FP,2,0,0.583333333,11/4/2023 5:20,11/4/2023 5:21,1,likely transition state,1,
225,35,FP,2,0,0.057522124,11/4/2023 21:30,11/4/2023 21:48,18.83333333,"low medi, cluster detected",1,
225,38,FP,2,0,0,11/5/2023 6:34,11/5/2023 6:44,10,"low medi, cluster detected",1,
225,40,FP,2,0,0,11/5/2023 6:44,11/5/2023 6:54,10.5,"low medi, cluster detected",1,
225,42,FN,1,1,71.565,11/5/2023 7:33,11/5/2023 7:33,0.333333333,likely transition state,1,
225,44,FP,2,0,0,11/5/2023 8:09,11/5/2023 8:10,1.166666667,likely transition state,1,
225,46,FN,1,1,73.73,11/5/2023 8:20,11/5/2023 8:21,1.166666667,likely transition state,1,
225,48,FP,2,0,0,11/5/2023 8:46,11/5/2023 8:47,1.166666667,likely transition state,1,
225,50,FP,2,0,0.1185,11/5/2023 19:21,11/5/2023 19:47,26.66666667,"low medi, cluster detected",1,
225,52,FP,2,0,0.30119403,11/5/2023 19:48,11/5/2023 19:59,11.16666667,"low medi, cluster detected",1,
225,54,FP,2,0,0.116712329,11/5/2023 20:07,11/5/2023 20:19,12.16666667,"low medi, cluster detected",1,
225,56,FP,2,0,0.07751269,11/5/2023 20:42,11/5/2023 21:14,32.83333333,"low medi, cluster detected",1,
225,58,FP,2,0,0.416865672,11/5/2023 21:32,11/5/2023 21:43,11.16666667,"low medi, cluster detected",1,
225,60,FP,2,0,0.357868852,11/5/2023 21:51,11/5/2023 22:01,10.16666667,"low medi, cluster detected",1,
225,62,FP,2,0,0,11/5/2023 22:20,11/5/2023 22:29,8.333333333,"low medi, cluster detected",1,
226,2,FP,2,0,0,10/31/2023 1:03,10/31/2023 1:16,12.33333333,"low medi, cluster detected",1,
226,4,FP,2,0,0.192121212,10/31/2023 7:35,10/31/2023 7:40,5.5,"low medi, cluster detected",1,transition state?
226,6,FN,1,1,38.108,10/31/2023 10:12,10/31/2023 10:12,0.833333333,likely transition state,1,
226,8,FN,1,1,2.855,10/31/2023 10:30,10/31/2023 10:31,1,likely transition state,1,
226,13,FP,2,0,0.079,11/2/2023 8:00,11/2/2023 8:05,5,"low medi, cluster detected",1,
226,15,FN,1,1,2.965,11/2/2023 8:07,11/2/2023 8:07,0.333333333,likely transition state,1,
226,17,FN,1,1,9.95,11/2/2023 8:44,11/2/2023 8:45,0.333333333,likely transition state,1,
226,19,FN,1,1,6.992222222,11/2/2023 17:34,11/2/2023 17:35,1.5,likely transition state,1,
226,21,FP,2,0,0,11/2/2023 18:15,11/2/2023 18:15,0.5,likely transition state,1,
226,23,FP,2,0,0.001965066,11/2/2023 23:16,11/2/2023 23:55,38.16666667,"low medi, cluster detected",1,
226,25,FP,2,0,0.240422535,11/3/2023 8:00,11/3/2023 8:11,11.83333333,"low medi, cluster detected",1,
226,27,FP,2,0,0.05915493,11/3/2023 8:23,11/3/2023 8:35,11.83333333,"low medi, cluster detected",1,
226,31,FN,1,1,20.47333333,11/4/2023 13:44,11/4/2023 13:44,0.5,likely transition state,1,
226,33,FP,2,0,0,11/4/2023 14:18,11/4/2023 14:18,0.333333333,likely transition state,1,
226,35,FP,2,0,0.002566929,11/5/2023 2:48,11/5/2023 4:34,105.8333333,"low medi, cluster detected",1,
226,38,FP,2,0,0.347826087,11/5/2023 14:48,11/5/2023 15:00,11.5,"low medi, cluster detected",1,
226,40,FP,2,0,0,11/6/2023 0:14,11/6/2023 0:43,28.83333333,"low medi, cluster detected",1,
227,2,FP,2,0,0.015438596,10/31/2023 1:08,10/31/2023 1:18,9.5,"low medi, cluster detected",1,
227,5,FN,1,1,105.9814286,10/31/2023 9:06,10/31/2023 9:07,1.166666667,likely transition state,1,
227,7,FP,2,0,0,10/31/2023 9:10,10/31/2023 9:40,30,"low medi, cluster detected",1,
227,9,FP,2,0,0.012125,10/31/2023 21:38,10/31/2023 21:51,13.33333333,"low medi, cluster detected",1,
227,11,FP,2,0,0.093966942,10/31/2023 22:31,10/31/2023 22:51,20.16666667,"low medi, cluster detected",1,
227,15,FN,1,1,113.369,11/1/2023 14:26,11/1/2023 14:27,1.666666667,likely transition state,1,
227,17,FN,1,1,24.5,11/1/2023 14:44,11/1/2023 14:45,0.166666667,likely transition state,1,
227,19,FP,2,0,0.055915493,11/1/2023 18:19,11/1/2023 18:31,11.83333333,"low medi, cluster detected",1,
227,22,FP,2,0,0,11/2/2023 6:52,11/2/2023 6:53,1,likely transition state,1,
227,24,FN,1,1,1.455,11/2/2023 21:30,11/2/2023 21:30,0.333333333,likely transition state,1,
227,26,FN,1,1,13.94066667,11/2/2023 23:56,11/2/2023 23:59,2.5,likely transition state,1,
227,30,FN,1,1,71.73666667,11/3/2023 10:52,11/3/2023 10:53,1.5,likely transition state,1,
227,32,FN,1,1,21.7,11/3/2023 11:47,11/3/2023 11:48,0.166666667,likely transition state,1,
227,35,FN,1,1,41.455,11/3/2023 20:00,11/3/2023 20:01,0.333333333,likely transition state,1,
227,41,FP,2,0,0,11/5/2023 15:43,11/5/2023 15:44,0.166666667,likely transition state,1,
227,43,FP,2,0,0,11/5/2023 17:00,11/5/2023 17:00,0.833333333,likely transition state,1,
227,46,FP,2,0,0,11/6/2023 7:07,11/6/2023 7:07,0.166666667,likely transition state,1,
228,4,FN,1,1,3.396363636,11/7/2023 18:40,11/7/2023 18:41,1.833333333,likely transition state,1,
228,6,FP,2,0,0,11/7/2023 20:55,11/7/2023 20:56,1.333333333,likely transition state,1,
228,11,FP,2,0,0.881666667,11/9/2023 8:12,11/9/2023 8:19,7,"low medi, cluster detected",1,transition phase?
228,13,FN,1,1,20.11,11/9/2023 17:41,11/9/2023 17:41,0.166666667,likely transition state,1,
228,15,FN,1,1,12.06,11/9/2023 21:48,11/9/2023 21:49,0.166666667,likely transition state,1,
228,21,FP,2,0,0.069693878,11/11/2023 17:12,11/11/2023 17:45,32.66666667,"low medi, cluster detected",1,
228,23,FP,2,0,0.410968992,11/11/2023 20:50,11/11/2023 21:33,43,"low medi, cluster detected",1,
228,25,FP,2,0,0.680842105,11/11/2023 21:37,11/11/2023 21:53,15.83333333,"low medi, cluster detected",1,
228,28,FP,2,0,0.235284091,11/12/2023 8:02,11/12/2023 9:00,58.66666667,"low medi, cluster detected",1,
228,30,FP,2,0,0,11/12/2023 19:26,11/12/2023 19:40,13.66666667,"low medi, cluster detected",1,
229,2,FP,2,0,0.038390805,11/6/2023 22:06,11/6/2023 22:21,14.5,"low medi, cluster detected",1,
229,6,FN,1,1,89.7225,11/7/2023 6:41,11/7/2023 6:41,0.666666667,likely transition state,1,
229,8,FN,1,1,29.85,11/7/2023 7:18,11/7/2023 7:19,0.333333333,likely transition state,1,
229,10,FN,1,1,4.68,11/7/2023 21:13,11/7/2023 21:13,0.666666667,likely transition state,1,
229,12,FP,2,0,0,11/7/2023 21:50,11/7/2023 21:50,0.166666667,likely transition state,1,
229,14,FP,2,0,0.041834862,11/7/2023 22:08,11/7/2023 22:26,18.16666667,"low medi, cluster detected",1,
229,19,FN,1,1,11.58,11/8/2023 7:21,11/8/2023 7:22,0.5,likely transition state,1,
229,21,FN,1,1,2.253550725,11/8/2023 15:33,11/8/2023 15:56,23,algorithm limitation or bag actually not used,1,bag not used
229,25,FN,1,1,47.64428571,11/9/2023 6:43,11/9/2023 6:44,1.166666667,likely transition state,1,
229,27,FP,2,0,0,11/9/2023 7:19,11/9/2023 7:19,0.166666667,likely transition state,1,
229,29,FN,1,1,7.783333333,11/9/2023 21:07,11/9/2023 21:07,0.5,likely transition state,1,
229,31,FP,2,0,0,11/9/2023 21:31,11/9/2023 21:31,0.666666667,likely transition state,1,
229,35,FN,1,1,25.884,11/10/2023 6:41,11/10/2023 6:41,0.833333333,likely transition state,1,
229,37,FN,1,1,13.04,11/10/2023 7:12,11/10/2023 7:13,0.666666667,likely transition state,1,
229,39,FN,1,1,16.72,11/10/2023 17:49,11/10/2023 17:49,0.5,likely transition state,1,
229,41,FP,2,0,0,11/10/2023 20:56,11/10/2023 20:56,0.5,likely transition state,1,
229,45,FN,1,1,42.75714286,11/11/2023 7:40,11/11/2023 7:41,1.166666667,likely transition state,1,
229,47,FN,1,1,38.43,11/11/2023 8:16,11/11/2023 8:17,0.333333333,likely transition state,1,
229,49,FN,1,1,1.9175,11/11/2023 22:02,11/11/2023 22:02,0.666666667,likely transition state,1,
229,52,FP,2,0,0.04794702,11/11/2023 22:52,11/11/2023 23:17,25.16666667,"low medi, cluster detected",1,
229,56,FN,1,1,21.0075,11/12/2023 7:42,11/12/2023 7:42,0.666666667,likely transition state,1,
230,3,FN,1,1,35.524,11/6/2023 19:09,11/6/2023 19:10,0.833333333,likely transition state,1,
230,7,FP,2,0,0,11/7/2023 13:32,11/7/2023 13:33,0.666666667,likely transition state,1,
230,10,FN,1,1,132.5292857,11/7/2023 15:41,11/7/2023 15:43,2.333333333,likely transition state,1,
230,12,FN,1,1,51.39,11/7/2023 16:59,11/7/2023 17:00,0.333333333,likely transition state,1,
230,14,FP,2,0,0.04982684,11/7/2023 21:30,11/7/2023 22:09,38.5,"low medi, cluster detected",1,
230,17,FP,2,0,0,11/8/2023 8:54,11/8/2023 8:55,0.5,likely transition state,1,
230,19,FN,1,1,20.79236842,11/8/2023 9:21,11/8/2023 9:34,12.66666667,algorithm limitation or bag actually not used,1,bag not used
230,21,FP,2,0,0,11/8/2023 12:36,11/8/2023 12:36,0.833333333,likely transition state,1,
230,23,FN,1,1,193.88,11/8/2023 17:43,11/8/2023 17:43,0.166666667,likely transition state,1,
230,25,FP,2,0,0.086666667,11/8/2023 20:36,11/8/2023 20:36,0.5,likely transition state,1,
230,27,FN,1,1,40.055,11/8/2023 20:54,11/8/2023 20:56,2,likely transition state,1,
230,29,FN,1,1,85.48833333,11/8/2023 21:06,11/8/2023 21:07,1,likely transition state,1,
230,31,FN,1,1,12.35,11/8/2023 21:16,11/8/2023 21:16,0.166666667,likely transition state,1,
230,33,FN,1,1,1.1025,11/9/2023 0:08,11/9/2023 0:10,1.333333333,likely transition state,1,
230,35,FP,2,0,0,11/9/2023 0:27,11/9/2023 0:28,0.833333333,likely transition state,1,
230,38,FN,1,1,0.547037037,11/9/2023 10:56,11/9/2023 11:05,9,visual_check,,bag not used?
230,40,FN,1,1,13.42375,11/9/2023 11:23,11/9/2023 11:31,8,algorithm limitation or bag actually not used,1,bag not used
230,44,FP,2,0,0,11/9/2023 22:30,11/9/2023 22:31,0.333333333,likely transition state,1,
230,47,FN,0,1,112.5,11/10/2023 13:34,11/10/2023 13:34,0.166666667,bag not used or transition state,1,transition state
230,49,FN,0,1,21.116,11/10/2023 14:59,11/10/2023 15:00,0.833333333,bag not used or transition state,1,transition state 
230,51,FP,2,0,0.106410256,11/10/2023 17:38,11/10/2023 17:45,6.5,"low medi, cluster detected",1,
230,53,FP,2,0,0.555,11/10/2023 20:11,11/10/2023 20:11,0.666666667,likely transition state,1,
230,55,FP,2,0,0.09125,11/10/2023 22:52,11/10/2023 22:54,1.333333333,likely transition state,1,
230,58,FP,2,0,0,11/11/2023 10:09,11/11/2023 10:13,3.333333333,"low medi, cluster detected",1,transition state?
230,60,FN,0,1,100.6525,11/11/2023 12:22,11/11/2023 12:24,2,bag not used or transition state,1,transition state 
230,62,FN,0,1,3.0425,11/11/2023 18:45,11/11/2023 18:49,4,"bag not used, no clusters identified",1,bag not used 
230,64,FN,0,1,2.396,11/11/2023 19:24,11/11/2023 19:25,0.833333333,bag not used or transition state,1,transition state 
230,66,FP,2,0,0.009252336,11/11/2023 19:31,11/11/2023 19:49,17.83333333,"low medi, cluster detected",1,
230,68,FP,2,0,0.497480916,11/11/2023 20:36,11/11/2023 20:58,21.83333333,"low medi, cluster detected",1,
230,70,FP,2,0,0.119933775,11/11/2023 21:12,11/11/2023 21:37,25.16666667,"low medi, cluster detected",1,
230,72,FP,2,0,0.026315789,11/11/2023 22:48,11/11/2023 23:20,31.66666667,"low medi, cluster detected",1,
230,76,FP,2,0,0.064186747,11/12/2023 17:58,11/12/2023 18:53,55.33333333,"low medi, cluster detected",1,
230,78,FP,2,0,0.006826484,11/12/2023 18:53,11/12/2023 20:06,73,"low medi, cluster detected",1,
230,80,FP,2,0,0.039508197,11/12/2023 20:12,11/12/2023 20:22,10.16666667,"low medi, cluster detected",1,
230,82,FP,2,0,0.003902439,11/12/2023 20:27,11/12/2023 20:41,13.66666667,"low medi, cluster detected",1,
230,84,FP,2,0,0.148571429,11/12/2023 21:35,11/12/2023 21:37,1.166666667,likely transition state,1,
231,2,FN,1,1,5.79,11/6/2023 20:09,11/6/2023 20:09,0.166666667,likely transition state,1,
231,4,FP,2,0,0.29,11/6/2023 20:31,11/6/2023 20:31,0.166666667,likely transition state,1,
231,6,FP,2,0,0.130674157,11/6/2023 20:48,11/6/2023 21:03,14.83333333,"low medi, cluster detected",1,
231,8,FP,2,0,0.483960396,11/6/2023 21:40,11/6/2023 21:57,16.83333333,"low medi, cluster detected",1,
231,10,FP,2,0,0.410512821,11/6/2023 22:14,11/6/2023 22:34,19.5,"low medi, cluster detected",1,
231,12,FP,2,0,0.28379562,11/6/2023 23:08,11/6/2023 23:31,22.83333333,"low medi, cluster detected",1,
231,14,FP,2,0,0.468552632,11/6/2023 23:35,11/6/2023 23:48,12.66666667,"low medi, cluster detected",1,
231,16,FP,2,0,0.376774194,11/6/2023 23:48,11/6/2023 23:58,10.33333333,"low medi, cluster detected",1,
231,18,FP,2,0,0.242142857,11/6/2023 23:58,11/7/2023 0:10,11.66666667,"low medi, cluster detected",1,
231,20,FP,2,0,0.4556,11/7/2023 0:10,11/7/2023 0:23,12.5,"low medi, cluster detected",1,
231,23,FP,2,0,0.217272727,11/7/2023 16:57,11/7/2023 17:05,7.333333333,"low medi, cluster detected",1,
231,25,FP,2,0,0,11/7/2023 17:25,11/7/2023 17:34,9,"low medi, cluster detected",1,
231,27,FN,1,1,8.527777778,11/7/2023 18:51,11/7/2023 18:52,1.5,likely transition state,1,
231,29,FP,2,0,0,11/7/2023 21:42,11/7/2023 21:42,0.166666667,likely transition state,1,
231,31,FP,2,0,0.322307692,11/7/2023 22:09,11/7/2023 22:20,10.83333333,"low medi, cluster detected",1,
231,33,FP,2,0,0.28328125,11/7/2023 22:47,11/7/2023 22:57,10.66666667,"low medi, cluster detected",1,
231,35,FP,2,0,0.407820513,11/8/2023 0:05,11/8/2023 0:18,13,"low medi, cluster detected",1,
231,37,FP,2,0,0.093076923,11/8/2023 0:19,11/8/2023 0:22,2.166666667,likely transition state,1,
231,41,FP,2,0,0,11/8/2023 21:10,11/8/2023 21:10,0.166666667,likely transition state,1,
231,43,FN,1,1,1.7425,11/8/2023 23:01,11/8/2023 23:02,1.333333333,likely transition state,1,
231,45,FN,1,1,0.606,11/8/2023 23:15,11/8/2023 23:17,1.666666667,likely transition state,1,
231,47,FP,2,0,0.119606299,11/8/2023 23:33,11/8/2023 23:54,21.16666667,"low medi, cluster detected",1,
231,49,FP,2,0,0.116995885,11/8/2023 23:54,11/9/2023 0:35,40.5,"low medi, cluster detected",1,
231,51,FP,2,0,0.254444444,11/9/2023 6:22,11/9/2023 6:26,4.5,"low medi, cluster detected",1,
231,53,FP,2,0,0.162790698,11/9/2023 6:27,11/9/2023 6:48,21.5,"low medi, cluster detected",1,
231,57,FN,1,1,7.556666667,11/9/2023 18:58,11/9/2023 18:58,0.5,likely transition state,1,
231,59,FP,2,0,0,11/9/2023 21:16,11/9/2023 21:17,1.666666667,likely transition state,1,
231,61,FP,2,0,0.532989691,11/9/2023 22:12,11/9/2023 22:28,16.16666667,"low medi, cluster detected",1,
231,63,FP,2,0,0.059666667,11/9/2023 23:37,11/9/2023 23:47,10,"low medi, cluster detected",1,
231,65,FP,2,0,0.137983193,11/9/2023 23:48,11/10/2023 0:07,19.83333333,"low medi, cluster detected",1,
231,67,FP,2,0,0.147272727,11/10/2023 0:08,11/10/2023 0:52,44,"low medi, cluster detected",1,
231,70,FP,2,0,0.07641791,11/10/2023 17:23,11/10/2023 17:45,22.33333333,"low medi, cluster detected",1,
231,72,FP,2,0,0.01245098,11/10/2023 17:46,11/10/2023 18:03,17,"low medi, cluster detected",1,
231,74,FP,2,0,0,11/10/2023 18:23,11/10/2023 18:23,0.166666667,likely transition state,1,
231,76,FP,2,0,0.032911392,11/10/2023 18:44,11/10/2023 18:58,13.16666667,"low medi, cluster detected",1,
231,78,FN,1,1,5.09,11/10/2023 22:22,11/10/2023 22:22,0.166666667,likely transition state,1,
231,80,FN,1,1,4.275,11/10/2023 22:40,11/10/2023 22:41,0.333333333,likely transition state,1,
231,84,FP,2,0,0,11/11/2023 9:58,11/11/2023 10:00,1.5,likely transition state,1,
231,86,FN,0,1,15.05966102,11/11/2023 12:00,11/11/2023 12:09,9.833333333,"bag not used, no clusters identified",1,
231,88,FP,2,0,0.058571429,11/11/2023 12:40,11/11/2023 12:42,2.333333333,likely transition state,1,
231,90,FP,2,0,0.014639175,11/12/2023 0:13,11/12/2023 0:29,16.16666667,"low medi, cluster detected",1,
231,92,FP,2,0,0,11/12/2023 0:54,11/12/2023 0:56,1.5,likely transition state,1,
231,94,FP,2,0,0.282,11/12/2023 8:43,11/12/2023 8:43,0.833333333,likely transition state,1,
231,96,FP,2,0,0,11/12/2023 16:17,11/12/2023 16:20,3,likely transition state,1,
231,98,FN,0,1,16.13016667,11/12/2023 16:38,11/12/2023 16:48,10,"bag not used, no clusters identified",1,
231,100,FN,0,1,96.595,11/12/2023 21:39,11/12/2023 21:40,1.333333333,bag not used or transition state,1,
231,102,FN,0,1,5.768562874,11/12/2023 22:06,11/12/2023 22:34,27.83333333,"bag not used, no clusters identified",1,
